Ticker,Quantidade,Setor,Data de atualização,Valor Atual,PAYOUT,LPA,VPA,P/L,P/VP,P/SR,ROE,ROA,EBITDA,Margem bruta,Margem líquida,Margem EBITDA,Margem operacional,P/CF,Liquidez corrente,Liquidez imediata,Liquidez seca,Giro do ativo,Endividamento geral,Ativo por ação,Dívida bruta,Dívida líquida,Capital de giro,Receita líquida por ação,EBIT por ação,Margem EBIT
BRGE11,,,2025-04-25 19:53:03,,0,0.4,17.98,33.11,0.73,,2.61,0.02,16.0,,,448.69,,,3.06,0.01,3.06,0.0,58.81,40.59,,,1.141,0.05,0.39,798.17
BRGE12,,,2025-04-25 19:53:12,,0,0.4,17.98,33.84,0.75,,2.61,0.02,16.0,,,448.69,,,3.06,0.01,3.06,0.0,58.81,40.59,,,1.141,0.05,0.39,798.17
BRGE6,,,2025-04-25 19:53:22,,0,0.4,17.98,32.46,0.72,,2.61,0.02,16.0,,,448.69,,,3.06,0.01,3.06,0.0,58.81,40.59,,,1.141,0.05,0.39,798.17
CELP6,,,2025-04-25 19:53:35,,0,,,,,,,,,,,,,,,,,,,,,,,,,
CELP7,,,2025-04-25 19:53:50,,0,,,,,,,,,,,,,,,,,,,,,,,,,
CORR4,,,2025-04-25 19:54:01,,0,,,,,,152.84,0.44,8.0,100.0,,,,,4.25,0.0,4.25,0.02,245.94,,,,9.0,,,
EEEL4,,,2025-04-25 19:54:19,,0,,,,,,18.29,0.07,998.0,54.78,25.07,48.34,33.8,,1.32,0.16,1.26,0.26,176.09,,3.363,3.043,363.0,,,48.1
ENMT4,,,2025-04-25 19:54:31,,59.26%,4.97,19.46,16.1,4.11,,25.54,0.08,,27.86,13.25,,14.82,,1.53,0.04,1.52,0.58,232.52,64.7,6.895,5.305,1.4,37.52,7.89,21.02
LUXM4,,,2025-04-25 19:54:42,,12.45%,1.79,7.37,6.72,1.63,,24.25,0.18,36.0,30.1,27.21,26.97,19.97,,0.97,0.41,0.96,0.66,36.05,10.02,5.0,6.0,1.0,6.57,1.04,15.8
MEND6,,,2025-04-25 19:54:57,,0,,,,,,,,,,,,,,,,,,,,,,,,,
MERC4,,,2025-04-25 19:55:09,,86.36%,0.61,14.04,15.82,0.69,,4.37,0.03,,71.92,29.25,,46.07,,,,,0.1,,20.54,,,,2.1,,
RSUL4,,,2025-04-25 19:55:20,70.0,22.00%,9.67,38.84,7.03,1.75,,24.9,0.15,91.0,41.53,15.43,24.03,22.73,,2.8,0.02,1.54,0.96,67.51,65.06,17.0,42.0,138.0,62.7,13.98,22.3
SULA4,,,2025-04-25 19:55:34,,0,,,,,,2.17,0.01,895.0,4.25,0.83,4.08,0.37,,2.29,0.08,2.29,0.73,261.17,,3.058,14.273,11.137,,,3.34
BEEF11,,,2025-04-25 19:55:48,,0,,,,,,,,,,,,,,,,,,,,,,,,,
JBDU1,,,2025-04-25 19:56:04,,0,,,,,,,,,,,,,,,,,,,,,,,,,
JBDU2,,,2025-04-25 19:56:21,,0,,,,,,,,,,,,,,,,,,,,,,,,,
LOGN12,,,2025-04-25 19:56:35,,0,,,,,,,,,,,,,,,,,,,,,,,,,
MYPK12,,,2025-04-25 19:56:50,,0,,,,,,,,,,,,,,,,,,,,,,,,,
PATC11,,,2025-04-25 19:57:02,35.470001220703125,290.30%,,,,,,,,,,,,,,,,,,,,,,,,,
BBDC3,,,2025-04-25 19:57:12,11.970000267028809,49.22%,1.8,15.15,6.61,0.79,,11.89,0.01,,14.89,9.26,,6.43,,,,,0.12,,159.89,,,,19.45,,
VGIR11,,,2025-04-25 19:57:21,9.25,--,,,,,,,,,,,,,,,,,,,,,,,,,
VILG11,,,2025-04-25 19:57:30,83.91000366210938,96.97%,,,,,,,,,,,,,,,,,,,,,,,,,
CNTO3,,,2025-04-25 19:57:44,,0,,,,,,,,,,,,,,,,,,,,,,,,,
BTCR11,,,2025-04-25 19:57:55,,--,,,,,,,,,,,,,,,,,,,,,,,,,
VAMO3,,,2025-04-25 19:58:04,5.360000133514404,40.24%,0.35,2.26,15.41,2.4,,15.6,0.02,3.313,63.95,8.11,70.51,20.06,,1.52,0.06,1.48,0.23,730.22,18.76,14.493,11.704,1.415,4.35,2.37,54.54
CAMB10,,,2025-04-25 19:58:19,,0,,,,,,,,,,,,,,,,,,,,,,,,,
IDVL9,,,2025-04-25 19:58:34,,0,,,,,,,,,,,,,,,,,,,,,,,,,
MELI34,,,2025-04-25 19:58:49,103.83000183105469,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
MOAR3,,,2025-04-25 19:58:59,226.0,569.17%,5.93,110.44,38.79,2.08,,5.37,0.03,65.0,,,,,,11.16,5.67,11.16,0.0,85.53,204.9,673.0,839.0,1.44,0.0,5.29,
RBVA11,,,2025-04-25 19:59:12,86.69999694824219,65.03%,,,,,,,,,,,,,,,,,,,,,,,,,
MRSA3B,,,2025-04-25 19:59:25,29.0,20.14%,4.19,22.09,6.92,1.31,,18.96,0.07,3.559,44.34,20.15,50.68,29.15,,1.58,1.22,1.49,0.34,176.09,60.99,8.168,4.021,1.982,20.79,7.53,36.23
VTLT11,,,2025-04-25 19:59:35,87.55999755859375,--,,,,,,,,,,,,,,,,,,,,,,,,,
GTWR11,,,2025-04-25 19:59:45,69.69999694824219,--,,,,,,,,,,,,,,,,,,,,,,,,,
BIDI11,,,2025-04-25 20:00:02,,0,,,,,,,,,,,,,,,,,,,,,,,,,
BIDI3,,,2025-04-25 20:00:18,,0,,,,,,0.51,0.0,,71.16,1.85,,8.59,,,,,0.05,,,,,,,,
DMAC11,,,2025-04-25 20:00:29,,0,,,,,,,,,,,,,,,,,,,,,,,,,
TFOF11,,,2025-04-25 20:00:40,,0,,,,,,,,,,,,,,,,,,,,,,,,,
HCTR11,,,2025-04-25 20:00:49,21.610000610351562,89.89%,,,,,,,,,,,,,,,,,,,,,,,,,
TIET2,,,2025-04-25 20:01:01,,0,,,,,,,,,,,,,,,,,,,,,,,,,
HSML11,,,2025-04-25 20:01:12,85.36000061035156,181.94%,,,,,,,,,,,,,,,,,,,,,,,,,
XPHT11,,,2025-04-25 20:01:24,,0,,,,,,,,,,,,,,,,,,,,,,,,,
XPHT12,,,2025-04-25 20:01:32,,0,,,,,,,,,,,,,,,,,,,,,,,,,
HABT11,,,2025-04-25 20:01:42,81.62999725341797,--,,,,,,,,,,,,,,,,,,,,,,,,,
RECT11,,,2025-04-25 20:01:55,31.90999984741211,9.70%,,,,,,,,,,,,,,,,,,,,,,,,,
AQLL11,,,2025-04-25 20:02:04,,0,,,,,,,,,,,,,,,,,,,,,,,,,
ARFI11B,,,2025-04-25 20:02:15,,0,,,,,,,,,,,,,,,,,,,,,,,,,
ATCR11,,,2025-04-25 20:02:33,,0,,,,,,,,,,,,,,,,,,,,,,,,,
BARI11,,,2025-04-25 20:02:43,73.5999984741211,156.12%,,,,,,,,,,,,,,,,,,,,,,,,,
BBIM11,,,2025-04-25 20:02:54,,0,,,,,,,,,,,,,,,,,,,,,,,,,
BMII11,,,2025-04-25 20:03:02,,--,,,,,,,,,,,,,,,,,,,,,,,,,
BPRP11,,,2025-04-25 20:03:14,,0,,,,,,,,,,,,,,,,,,,,,,,,,
BRHT11B,,,2025-04-25 20:03:31,,0,,,,,,,,,,,,,,,,,,,,,,,,,
BVAR11,,,2025-04-25 20:03:41,,--,,,,,,,,,,,,,,,,,,,,,,,,,
DAMT11B,,,2025-04-25 20:03:54,,0,,,,,,,,,,,,,,,,,,,,,,,,,
DOVL11B,,,2025-04-25 20:04:07,,0,,,,,,,,,,,,,,,,,,,,,,,,,
ELDO11B,,,2025-04-25 20:04:23,,0,,,,,,,,,,,,,,,,,,,,,,,,,
ERPA11,,,2025-04-25 20:04:33,134.0,--,,,,,,,,,,,,,,,,,,,,,,,,,
FINF11,,,2025-04-25 20:04:46,,0,,,,,,,,,,,,,,,,,,,,,,,,,
FISC11,,,2025-04-25 20:04:58,67.0,75.69%,,,,,,,,,,,,,,,,,,,,,,,,,
FISD11,,,2025-04-25 20:05:08,,0,,,,,,,,,,,,,,,,,,,,,,,,,
FPNG11,,,2025-04-25 20:05:18,,--,,,,,,,,,,,,,,,,,,,,,,,,,
FTCE11B,,,2025-04-25 20:05:33,,0,,,,,,,,,,,,,,,,,,,,,,,,,
GESE11B,,,2025-04-25 20:05:47,,0,,,,,,,,,,,,,,,,,,,,,,,,,
HBTT11,,,2025-04-25 20:06:04,,0,,,,,,,,,,,,,,,,,,,,,,,,,
HGFF11,,,2025-04-25 20:06:15,71.75,--,,,,,,,,,,,,,,,,,,,,,,,,,
HUSC11,,,2025-04-25 20:06:27,97.1500015258789,--,,,,,,,,,,,,,,,,,,,,,,,,,
JPPC11,,,2025-04-25 20:06:37,,--,,,,,,,,,,,,,,,,,,,,,,,,,
KINP11,,,2025-04-25 20:06:49,,--,,,,,,,,,,,,,,,,,,,,,,,,,
LATR11B,,,2025-04-25 20:07:04,,0,,,,,,,,,,,,,,,,,,,,,,,,,
NCHB11,,,2025-04-25 20:07:14,,--,,,,,,,,,,,,,,,,,,,,,,,,,
NPAR11,,,2025-04-25 20:07:27,,0,,,,,,,,,,,,,,,,,,,,,,,,,
NVHO11,,,2025-04-25 20:07:35,11.1899995803833,--,,,,,,,,,,,,,,,,,,,,,,,,,
NVIF11B,,,2025-04-25 20:07:52,,0,,,,,,,,,,,,,,,,,,,,,,,,,
ORPD11,,,2025-04-25 20:08:07,,0,,,,,,,,,,,,,,,,,,,,,,,,,
OULG11B,,,2025-04-25 20:08:17,,0,,,,,,,,,,,,,,,,,,,,,,,,,
PBLV11,,,2025-04-25 20:08:32,,0,,,,,,,,,,,,,,,,,,,,,,,,,
PRSN11B,,,2025-04-25 20:08:45,,0,,,,,,,,,,,,,,,,,,,,,,,,,
PRTS11,,,2025-04-25 20:09:00,,0,,,,,,,,,,,,,,,,,,,,,,,,,
RBCO11,,,2025-04-25 20:09:13,,0,,,,,,,,,,,,,,,,,,,,,,,,,
RBFF11,,,2025-04-25 20:09:21,50.65999984741211,--,,,,,,,,,,,,,,,,,,,,,,,,,
RBRP11,,,2025-04-25 20:09:33,49.02000045776367,--,,,,,,,,,,,,,,,,,,,,,,,,,
RBRY11,,,2025-04-25 20:09:45,93.30000305175781,--,,,,,,,,,,,,,,,,,,,,,,,,,
RCFA11,,,2025-04-25 20:09:56,0.75,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
RCRI11B,,,2025-04-25 20:10:05,,0,,,,,,,,,,,,,,,,,,,,,,,,,
RDPD11,,,2025-04-25 20:10:18,,0,,,,,,,,,,,,,,,,,,,,,,,,,
REIT11,,,2025-04-25 20:10:29,,--,,,,,,,,,,,,,,,,,,,,,,,,,
SADI11,,,2025-04-25 20:10:41,8.75,100.49%,,,,,,,,,,,,,,,,,,,,,,,,,
SAIC11B,,,2025-04-25 20:10:57,,0,,,,,,,,,,,,,,,,,,,,,,,,,
SFND11,,,2025-04-25 20:11:14,,0,,,,,,,,,,,,,,,,,,,,,,,,,
SHDP11B,,,2025-04-25 20:11:31,,0,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP11,,,2025-04-25 20:11:43,22.399999618530273,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
SPAF11,,,2025-04-25 20:12:00,,0,,,,,,,,,,,,,,,,,,,,,,,,,
STRX11,,,2025-04-25 20:12:09,,--,,,,,,,,,,,,,,,,,,,,,,,,,
TCR11,,,2025-04-25 20:12:23,,0,,,,,,,,,,,,,,,,,,,,,,,,,
TORM13,,,2025-04-25 20:12:38,,0,,,,,,,,,,,,,,,,,,,,,,,,,
TOUR11,,,2025-04-25 20:12:54,,0,,,,,,,,,,,,,,,,,,,,,,,,,
TSNC11,,,2025-04-25 20:13:03,,--,,,,,,,,,,,,,,,,,,,,,,,,,
VERE11,,,2025-04-25 20:13:15,,--,,,,,,,,,,,,,,,,,,,,,,,,,
VLJS11,,,2025-04-25 20:13:32,,0,,,,,,,,,,,,,,,,,,,,,,,,,
VPSI11,,,2025-04-25 20:13:43,,--,,,,,,,,,,,,,,,,,,,,,,,,,
WTSP11B,,,2025-04-25 20:13:57,,0,,,,,,,,,,,,,,,,,,,,,,,,,
YCHY11,,,2025-04-25 20:14:09,,0,,,,,,,,,,,,,,,,,,,,,,,,,
VIVA3,,,2025-04-25 20:14:19,21.139999389648438,13.42%,2.77,10.57,7.41,1.94,,26.17,0.15,838.0,70.23,25.35,32.52,24.3,,2.79,0.28,1.46,0.6,71.16,18.09,398.0,115.0,1.786,10.91,2.89,26.53
CEAB3,,,2025-04-25 20:14:39,13.420000076293945,23.48%,1.47,10.73,9.15,1.25,,13.68,0.04,1.158,54.69,5.93,15.17,6.72,,1.3,0.36,1.03,0.76,203.88,32.62,1.498,75.0,1.143,24.77,2.63,10.6
BMGB11,,,2025-04-25 20:14:55,,0,,,,,,,,,,,,,,,,,,,,,,,,,
BMGB4,,,2025-04-25 20:15:07,3.799999952316284,162.51%,0.72,7.38,5.28,0.51,,9.75,0.01,,23.94,5.48,,5.22,,0.76,,,0.15,,86.93,,,5.573,13.14,,
SDIP11,,,2025-04-25 20:15:21,,0,,,,,,,,,,,,,,,,,,,,,,,,,
RBCO11,,,2025-04-25 20:15:30,,0,,,,,,,,,,,,,,,,,,,,,,,,,
IBFF11,,,2025-04-25 20:15:39,,0,,,,,,,,,,,,,,,,,,,,,,,,,
CVBI11,,,2025-04-25 20:15:50,86.0,--,,,,,,,,,,,,,,,,,,,,,,,,,
HRDF11,,,2025-04-25 20:16:00,,--,,,,,,,,,,,,,,,,,,,,,,,,,
RSPD11,,,2025-04-25 20:16:10,,--,,,,,,,,,,,,,,,,,,,,,,,,,
TCPF11,,,2025-04-25 20:16:26,,0,,,,,,,,,,,,,,,,,,,,,,,,,
